BIOGUIDE_ID;OFFICE;QUARTER;PROGRAM;CATEGORY;DATE;TRANSCODE;RECORDID;PAYEE;START DATE;END DATE;PURPOSE;AMOUNT;YEAR;RECIP (orig.)
G000574;HON. RUBEN GALLEGO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.09.17;AP;E0494293;SHARP ELECTRONICS CORPORATION;10.01.16;12/30/2016;PRINTING & REPRODUCTION;254.37;2016;SHARP ELECTRONICS CORPORATION
G000559;HON. JOHN GARAMENDI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/15/2017;AP;E0488087;ACCURATE WORD LLC;01.11.17;01.11.17;PRINTING & REPRODUCTION;194.9;2017;ACCURATE WORD LLC
G000559;HON. JOHN GARAMENDI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.09.17;AP;E0496265;JOAN OF ART;2/17/2017;2/17/2017;PRINTING & REPRODUCTION;2825;2017;JOAN OF ART
G000559;HON. JOHN GARAMENDI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/21/2017;AP;912200;CITI PCARD-FEDEXOFFICE;1/29/2017;2/28/2017;PRINTING & REPRODUCTION;71.88;2017;CITI PCARD-FEDEXOFFICE
G000559;HON. JOHN GARAMENDI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/24/2017;AP;E0496278;CODY W CAMPBELL;02.09.17;02.09.17;PRINTING & REPRODUCTION;27305.62;2017;CODY W CAMPBELL
G000559;HON. JOHN GARAMENDI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/30/2017;AP;E0500938;ACCURATE WORD LLC;01.12.17;01.12.17;PRINTING & REPRODUCTION;89.95;2017;ACCURATE WORD LLC
G000559;HON. JOHN GARAMENDI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/19/2017;AP;900647;CITI PCARD-FEDEXOFFICE;11/29/2016;12/28/2016;PRINTING & REPRODUCTION;107.23;2016;CITI PCARD-FEDEXOFFICE
G000580;HON. THOMAS A. GARRETT  JR.;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/17/2017;AP;907709;ACCURATE WORD LLC;2/13/2017;2/13/2017;PRINTING & REPRODUCTION;818;2017;ACCURATE WORD LLC
G000563;HON. BOB GIBBS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/19/2017;AP;897250;ACCURATE WORD LLC;01.06.17;01.06.17;PRINTING & REPRODUCTION;209.85;2017;ACCURATE WORD LLC
G000563;HON. BOB GIBBS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.10.17;AP;907174;ACCURATE WORD LLC;02.10.17;02.10.17;PRINTING & REPRODUCTION;69.95;2017;ACCURATE WORD LLC
G000563;HON. BOB GIBBS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.06.17;AP;E0480364;HOMETOWN CONNECTIONS INC;12/21/2016;12/21/2016;PRINTING & REPRODUCTION;6700;2016;HOMETOWN CONNECTIONS INC
G000563;HON. BOB GIBBS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;907579;ACCURATE WORD LLC;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;759.65;2016;ACCURATE WORD LLC
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/13/2017;AP;E0487465;ACCURATE WORD LLC;1/18/2017;1/18/2017;PRINTING & REPRODUCTION;199.75;2017;ACCURATE WORD LLC
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;902657;PUBLIC PRINTER;1/13/2017;1/13/2017;PRINTING & REPRODUCTION;222.12;2017;PUBLIC PRINTER
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;902657;PUBLIC PRINTER;1/19/2017;1/19/2017;PRINTING & REPRODUCTION;48.84;2017;PUBLIC PRINTER
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;904174;CITI PCARD-BLUEBONNET PUBLISHING;01.03.17;1/28/2017;PRINTING & REPRODUCTION;31.5;2017;CITI PCARD-BLUEBONNET PUBLISHING
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.07.17;AP;E0494582;ABLES-LAND INC;01.05.17;01.05.17;PRINTING & REPRODUCTION;120.03;2017;ABLES-LAND INC
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/21/2017;AP;912200;CITI PCARD-BLUEBONNET PUBLISHING;1/29/2017;2/28/2017;PRINTING & REPRODUCTION;31.5;2017;CITI PCARD-BLUEBONNET PUBLISHING
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;1/17/2017;1/17/2017;PRINTING & REPRODUCTION;36.42;2017;PUBLIC PRINTER
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.03.17;AP;E0473648;ACCURATE WORD LLC;10/31/2016;10/31/2016;PRINTING & REPRODUCTION;41.9;2016;ACCURATE WORD LLC
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/19/2017;AP;900647;CITI PCARD-BLUEBONNET PUBLISHING;11/29/2016;12/28/2016;PRINTING & REPRODUCTION;82;2016;CITI PCARD-BLUEBONNET PUBLISHING
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0489879;EAST TEXAS COPY SYSTEMS INC;10.01.16;12/31/2016;PRINTING & REPRODUCTION;231.21;2016;EAST TEXAS COPY SYSTEMS INC
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0489883;ACCURATE WORD LLC;11.09.16;11.09.16;PRINTING & REPRODUCTION;29.95;2016;ACCURATE WORD LLC
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0489884;EAST TEXAS COPY SYSTEMS INC;04.01.16;6/30/2016;PRINTING & REPRODUCTION;218.54;2016;EAST TEXAS COPY SYSTEMS INC
G000552;HON. LOUIE GOHMERT;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0489881;EAST TEXAS COPY SYSTEMS INC;10.01.15;12/31/2015;PRINTING & REPRODUCTION;230.93;2015;EAST TEXAS COPY SYSTEMS INC
G000581;HON. VICENTE GONZALEZ;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.07.17;AP;E0485065;ACCURATE WORD LLC;01.03.17;01.03.17;PRINTING & REPRODUCTION;82.9;2017;ACCURATE WORD LLC
G000581;HON. VICENTE GONZALEZ;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/15/2017;AP;E0487786;ACCURATE WORD LLC;01.11.17;01.11.17;PRINTING & REPRODUCTION;479.4;2017;ACCURATE WORD LLC
G000581;HON. VICENTE GONZALEZ;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/15/2017;AP;E0487874;ACCURATE WORD LLC;02.08.17;02.08.17;PRINTING & REPRODUCTION;202.95;2017;ACCURATE WORD LLC
G000582;HON. JENNIFFER GONZALEZ-COLON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.12.17;AP;E0478588;ACCURATE WORD LLC;01.11.17;01.11.17;PRINTING & REPRODUCTION;69.95;2017;ACCURATE WORD LLC
G000582;HON. JENNIFFER GONZALEZ-COLON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/26/2017;AP;E0481720;ACCURATE WORD LLC;1/16/2017;1/16/2017;PRINTING & REPRODUCTION;159.8;2017;ACCURATE WORD LLC
G000582;HON. JENNIFFER GONZALEZ-COLON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;E0487885;PITNEY BOWES PUERTO RICO INC;01.03.17;01.02.18;PRINTING & REPRODUCTION;612;2018;PITNEY BOWES PUERTO RICO INC
G000582;HON. JENNIFFER GONZALEZ-COLON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;E0488934;ACCURATE WORD LLC;02.06.17;02.06.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
G000582;HON. JENNIFFER GONZALEZ-COLON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0491307;ACCURATE WORD LLC;2/13/2017;2/13/2017;PRINTING & REPRODUCTION;504.45;2017;ACCURATE WORD LLC
G000582;HON. JENNIFFER GONZALEZ-COLON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0491315;PITNEY BOWES PUERTO RICO INC;1/23/2017;1/23/2017;PRINTING & REPRODUCTION;43.9;2017;PITNEY BOWES PUERTO RICO INC
G000582;HON. JENNIFFER GONZALEZ-COLON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.09.17;AP;E0494525;PITNEY BOWES PUERTO RICO INC;2/27/2017;2/27/2017;PRINTING & REPRODUCTION;69.04;2017;PITNEY BOWES PUERTO RICO INC
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0479156;ACCURATE WORD LLC;01.06.17;01.06.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.02.17;AP;E0483169;ETHOS TECHNOLOGIES;12/15/2016;1/14/2017;PRINTING & REPRODUCTION;235.89;2017;ETHOS TECHNOLOGIES
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/13/2017;AP;E0487292;ACCURATE WORD LLC;02.01.17;02.01.17;PRINTING & REPRODUCTION;69.95;2017;ACCURATE WORD LLC
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.08.17;AP;E0493138;BLUE RIDGE COPIER INC;1/15/2017;2/14/2017;PRINTING & REPRODUCTION;247.67;2017;BLUE RIDGE COPIER INC
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/24/2017;AP;E0500267;ACCURATE WORD LLC;3/15/2017;3/15/2017;PRINTING & REPRODUCTION;59.9;2017;ACCURATE WORD LLC
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/28/2017;AP;E0500268;XEROX CORPORATION;12/21/2016;1/21/2017;PRINTING & REPRODUCTION;27.23;2017;XEROX CORPORATION
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.12.17;AP;E0476599;BLUE RIDGE COPIER INC;11/15/2016;12/14/2016;PRINTING & REPRODUCTION;143.89;2016;BLUE RIDGE COPIER INC
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/18/2017;AP;E0479158;XEROX CORPORATION;10/21/2016;12.03.16;PRINTING & REPRODUCTION;23.66;2016;XEROX CORPORATION
G000289;HON. BOB GOODLATTE;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.01.17;AP;E0491696;XEROX CORPORATION;12.03.16;12/21/2016;PRINTING & REPRODUCTION;16.04;2016;XEROX CORPORATION
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.10.17;AP;E0486098;ACCURATE WORD LLC;1/16/2017;1/16/2017;PRINTING & REPRODUCTION;179.85;2017;ACCURATE WORD LLC
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.10.17;AP;E0486100;ACCURATE WORD LLC;01.06.17;01.06.17;PRINTING & REPRODUCTION;179.85;2017;ACCURATE WORD LLC
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/28/2017;AP;E0491754;ACCURATE WORD LLC;02.09.17;02.09.17;PRINTING & REPRODUCTION;179.85;2017;ACCURATE WORD LLC
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/20/2017;AP;E0497763;ACCURATE WORD LLC;2/23/2017;2/23/2017;PRINTING & REPRODUCTION;505;2017;ACCURATE WORD LLC
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/21/2017;AP;E0497751;XEROX CORPORATION;12/18/2016;1/25/2017;PRINTING & REPRODUCTION;24.44;2017;XEROX CORPORATION
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.10.17;AP;E0486075;ACCURATE WORD LLC;12/19/2016;12/19/2016;PRINTING & REPRODUCTION;59.95;2016;ACCURATE WORD LLC
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/28/2017;AP;E0491720;XEROX CORPORATION;10/21/2016;11/21/2016;PRINTING & REPRODUCTION;40.23;2016;XEROX CORPORATION
G000565;HON. PAUL A. GOSAR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0493024;XEROX CORPORATION;11/21/2016;12/28/2016;PRINTING & REPRODUCTION;20.44;2016;XEROX CORPORATION
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0484370;ACCURATE WORD LLC;1/23/2017;1/23/2017;PRINTING & REPRODUCTION;159.95;2017;ACCURATE WORD LLC
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/13/2017;AP;E0487536;ACCURATE WORD LLC;1/30/2017;1/30/2017;PRINTING & REPRODUCTION;134.9;2017;ACCURATE WORD LLC
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0491495;ACCURATE WORD LLC;2/16/2017;2/16/2017;PRINTING & REPRODUCTION;159.95;2017;ACCURATE WORD LLC
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.04.17;AP;E0492985;RUSSELL PATRICIA F.;2/17/2017;2/21/2017;PRINTING & REPRODUCTION;314.15;2017;RUSSELL PATRICIA F.
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.07.17;AP;E0494836;ACCURATE WORD LLC;03.01.17;03.01.17;PRINTING & REPRODUCTION;665;2017;ACCURATE WORD LLC
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/13/2017;AP;E0494837;CAPITOL PROMOTIONS INC;02.09.17;02.09.17;PRINTING & REPRODUCTION;140;2017;CAPITOL PROMOTIONS INC
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/13/2017;AP;E0494838;CAPITOL PROMOTIONS INC;02.01.17;02.01.17;PRINTING & REPRODUCTION;155;2017;CAPITOL PROMOTIONS INC
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/16/2017;AP;E0498249;ACCURATE WORD LLC;2/27/2017;2/27/2017;PRINTING & REPRODUCTION;159.95;2017;ACCURATE WORD LLC
G000583;HON. JOSH S. GOTTHEIMER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/16/2017;AP;E0498250;ACCURATE WORD LLC;03.03.17;03.03.17;PRINTING & REPRODUCTION;684.95;2017;ACCURATE WORD LLC
G000566;HON. TREY GOWDY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/23/2017;AP;E0479659;ACCURATE WORD LLC;01.05.17;01.05.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
G000566;HON. TREY GOWDY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.08.17;AP;E0484666;ACCURATE WORD LLC;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
G000566;HON. TREY GOWDY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;E0487577;ACCURATE WORD LLC;02.07.17;02.07.17;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
G000566;HON. TREY GOWDY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/28/2017;AP;E0490058;ACCURATE WORD LLC;02.09.17;02.09.17;PRINTING & REPRODUCTION;41.9;2017;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0484751;ACCURATE WORD LLC;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;104.95;2017;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0484766;ACCURATE WORD LLC;1/23/2017;1/23/2017;PRINTING & REPRODUCTION;104.95;2017;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;E0489012;ACCURATE WORD LLC;1/30/2017;1/30/2017;PRINTING & REPRODUCTION;69.95;2017;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/20/2017;AP;E0497628;ACCURATE WORD LLC;2/23/2017;2/23/2017;PRINTING & REPRODUCTION;111.3;2017;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/27/2017;AP;E0500288;ACCURATE WORD LLC;03.08.17;03.08.17;PRINTING & REPRODUCTION;149.9;2017;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;1/31/2017;1/31/2017;PRINTING & REPRODUCTION;48.84;2017;PUBLIC PRINTER
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.09.17;AP;E0475613;ACCURATE WORD LLC;12/19/2016;12/19/2016;PRINTING & REPRODUCTION;299.85;2016;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0478921;ACCURATE WORD LLC;12/23/2016;12/23/2016;PRINTING & REPRODUCTION;74.95;2016;ACCURATE WORD LLC
G000377;HON. KAY GRANGER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/19/2017;AP;900647;CITI PCARD-ACCURATE WORD LLC;11/29/2016;12/28/2016;PRINTING & REPRODUCTION;2081.8;2016;CITI PCARD-ACCURATE WORD LLC
G000577;HON. GARRET GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;02.02.17;02.02.17;PRINTING & REPRODUCTION;48.84;2017;PUBLIC PRINTER
G000577;HON. GARRET GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/24/2017;AP;E0479777;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC;11.01.16;11/30/2016;PRINTING & REPRODUCTION;10.39;2016;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC
G000577;HON. GARRET GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/24/2017;AP;E0479779;BUSINESS OFFICE SYSTEMS AND SERVICE INC;12.01.16;01.01.17;PRINTING & REPRODUCTION;165.73;2017;BUSINESS OFFICE SYSTEMS AND SERVICE INC
G000577;HON. GARRET GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/24/2017;AP;E0479780;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC;12.01.16;12/31/2016;PRINTING & REPRODUCTION;12.5;2016;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0488970;ACCURATE WORD LLC;02.02.17;02.02.17;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0488979;ACCURATE WORD LLC;02.02.17;02.02.17;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0488985;ACCURATE WORD LLC;02.02.17;02.02.17;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/28/2017;AP;E0490746;ACCURATE WORD LLC;02.09.17;02.09.17;PRINTING & REPRODUCTION;59.9;2017;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0496063;ACCURATE WORD LLC;1/27/2017;1/27/2017;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0496064;ACCURATE WORD LLC;1/26/2017;1/26/2017;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0496065;ACCURATE WORD LLC;01.10.17;01.10.17;PRINTING & REPRODUCTION;239;2017;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;01.05.17;01.05.17;PRINTING & REPRODUCTION;726.7;2017;PUBLIC PRINTER
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0496059;ACCURATE WORD LLC;9/21/2016;9/21/2016;PRINTING & REPRODUCTION;29.95;2016;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0496061;ACCURATE WORD LLC;9/30/2016;9/30/2016;PRINTING & REPRODUCTION;29.95;2016;ACCURATE WORD LLC
G000546;HON. SAM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0496062;ACCURATE WORD LLC;10.03.16;10.03.16;PRINTING & REPRODUCTION;29.95;2016;ACCURATE WORD LLC
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/27/2017;AP;E0482395;ACCURATE WORD LLC;1/20/2017;1/20/2017;PRINTING & REPRODUCTION;114.95;2017;ACCURATE WORD LLC
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.08.17;AP;E0484861;ACCURATE WORD LLC;02.01.17;02.01.17;PRINTING & REPRODUCTION;75;2017;ACCURATE WORD LLC
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0494392;ACCURATE WORD LLC;03.03.17;03.03.17;PRINTING & REPRODUCTION;124.95;2017;ACCURATE WORD LLC
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/17/2017;AP;E0495519;XEROX CORPORATION;12/21/2016;1/21/2017;PRINTING & REPRODUCTION;12.29;2017;XEROX CORPORATION
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/29/2017;AP;E0499464;ACCURATE WORD LLC;3/17/2017;3/17/2017;PRINTING & REPRODUCTION;75;2017;ACCURATE WORD LLC
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/31/2017;AP;912662;PUBLIC PRINTER;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;290.68;2017;PUBLIC PRINTER
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.11.17;AP;E0475343;XEROX CORPORATION;10/21/2016;11/21/2016;PRINTING & REPRODUCTION;10.66;2016;XEROX CORPORATION
G000560;HON. TOM GRAVES;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;E0487827;XEROX CORPORATION;11/21/2016;12/21/2016;PRINTING & REPRODUCTION;6.77;2016;XEROX CORPORATION
G000556;HON. ALAN GRAYSON;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.07.17;AP;E0483241;R STRATEGY GROUP LLC;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;13022;2016;R STRATEGY GROUP LLC
